country,date,year_week,Daily hospital occupancy,under_15_cases,15-24_cases,25-49_cases,50-64_cases,65-79_cases,over_80_cases,next_week_increase_decrease
Czechia,4/20/2020,2020-W17,348,64,52,212,124,108,97,0
Czechia,4/21/2020,2020-W17,365,64,52,212,124,108,97,0
Czechia,4/22/2020,2020-W17,342,64,52,212,124,108,97,0
Czechia,4/23/2020,2020-W17,335,64,52,212,124,108,97,0
Czechia,4/24/2020,2020-W17,329,64,52,212,124,108,97,0
Czechia,4/25/2020,2020-W17,314,64,52,212,124,108,97,0
Czechia,4/26/2020,2020-W17,309,64,52,212,124,108,97,0
Czechia,4/27/2020,2020-W18,309,24,47,136,78,53,41,0
Czechia,4/28/2020,2020-W18,305,24,47,136,78,53,41,0
Czechia,4/29/2020,2020-W18,286,24,47,136,78,53,41,0
Czechia,4/30/2020,2020-W18,273,24,47,136,78,53,41,0
Czechia,5/1/2020,2020-W18,244,24,47,136,78,53,41,0
Czechia,5/2/2020,2020-W18,233,24,47,136,78,53,41,0
Czechia,5/3/2020,2020-W18,232,24,47,136,78,53,41,0
Czechia,5/4/2020,2020-W19,236,22,35,154,76,40,17,0
Czechia,5/5/2020,2020-W19,223,22,35,154,76,40,17,0
Czechia,5/6/2020,2020-W19,209,22,35,154,76,40,17,0
Czechia,5/7/2020,2020-W19,191,22,35,154,76,40,17,0
Czechia,5/8/2020,2020-W19,185,22,35,154,76,40,17,0
Czechia,5/9/2020,2020-W19,173,22,35,154,76,40,17,0
Czechia,5/10/2020,2020-W19,167,22,35,154,76,40,17,0
Czechia,5/11/2020,2020-W20,167,28,34,179,76,35,7,0
Czechia,5/12/2020,2020-W20,157,28,34,179,76,35,7,0
Czechia,5/13/2020,2020-W20,146,28,34,179,76,35,7,0
Czechia,5/14/2020,2020-W20,128,28,34,179,76,35,7,0
Czechia,5/15/2020,2020-W20,118,28,34,179,76,35,7,0
Czechia,5/16/2020,2020-W20,112,28,34,179,76,35,7,0
Czechia,5/17/2020,2020-W20,110,28,34,179,76,35,7,0
Czechia,5/18/2020,2020-W21,115,31,40,258,116,31,7,0
Czechia,5/19/2020,2020-W21,109,31,40,258,116,31,7,0
Czechia,5/20/2020,2020-W21,101,31,40,258,116,31,7,0
Czechia,5/21/2020,2020-W21,101,31,40,258,116,31,7,0
Czechia,5/22/2020,2020-W21,98,31,40,258,116,31,7,0
Czechia,5/23/2020,2020-W21,93,31,40,258,116,31,7,0
Czechia,5/24/2020,2020-W21,94,31,40,258,116,31,7,0
Czechia,5/25/2020,2020-W22,91,32,18,161,61,26,19,0
Czechia,5/26/2020,2020-W22,92,32,18,161,61,26,19,0
Czechia,5/27/2020,2020-W22,86,32,18,161,61,26,19,0
Czechia,5/28/2020,2020-W22,73,32,18,161,61,26,19,0
Czechia,5/29/2020,2020-W22,71,32,18,161,61,26,19,0
Czechia,5/30/2020,2020-W22,72,32,18,161,61,26,19,0
Czechia,5/31/2020,2020-W22,70,32,18,161,61,26,19,0
Czechia,6/1/2020,2020-W23,73,32,35,166,72,35,26,0
Czechia,6/2/2020,2020-W23,75,32,35,166,72,35,26,0
Czechia,6/3/2020,2020-W23,65,32,35,166,72,35,26,1
Czechia,6/4/2020,2020-W23,60,32,35,166,72,35,26,1
Czechia,6/5/2020,2020-W23,60,32,35,166,72,35,26,1
Czechia,6/6/2020,2020-W23,59,32,35,166,72,35,26,1
Czechia,6/7/2020,2020-W23,61,32,35,166,72,35,26,1
Czechia,6/8/2020,2020-W24,60,29,30,195,100,26,19,1
Czechia,6/9/2020,2020-W24,63,29,30,195,100,26,19,1
Czechia,6/10/2020,2020-W24,66,29,30,195,100,26,19,1
Czechia,6/11/2020,2020-W24,65,29,30,195,100,26,19,1
Czechia,6/12/2020,2020-W24,69,29,30,195,100,26,19,1
Czechia,6/13/2020,2020-W24,67,29,30,195,100,26,19,1
Czechia,6/14/2020,2020-W24,68,29,30,195,100,26,19,1
Czechia,6/15/2020,2020-W25,77,36,36,223,102,39,38,0
Czechia,6/16/2020,2020-W25,78,36,36,223,102,39,38,0
Czechia,6/17/2020,2020-W25,84,36,36,223,102,39,38,0
Czechia,6/18/2020,2020-W25,83,36,36,223,102,39,38,0
Czechia,6/19/2020,2020-W25,82,36,36,223,102,39,38,0
Czechia,6/20/2020,2020-W25,80,36,36,223,102,39,38,0
Czechia,6/21/2020,2020-W25,74,36,36,223,102,39,38,0
Czechia,6/22/2020,2020-W26,75,47,56,628,324,35,16,0
Czechia,6/23/2020,2020-W26,76,47,56,628,324,35,16,0
Czechia,6/24/2020,2020-W26,78,47,56,628,324,35,16,0
Czechia,6/25/2020,2020-W26,67,47,56,628,324,35,16,1
Czechia,6/26/2020,2020-W26,64,47,56,628,324,35,16,1
Czechia,6/27/2020,2020-W26,61,47,56,628,324,35,16,1
Czechia,6/28/2020,2020-W26,66,47,56,628,324,35,16,1
Czechia,6/29/2020,2020-W27,69,78,100,440,228,44,18,0
Czechia,6/30/2020,2020-W27,71,78,100,440,228,44,18,1
Czechia,7/1/2020,2020-W27,75,78,100,440,228,44,18,1
Czechia,7/2/2020,2020-W27,72,78,100,440,228,44,18,1
Czechia,7/3/2020,2020-W27,71,78,100,440,228,44,18,0
Czechia,7/4/2020,2020-W27,70,78,100,440,228,44,18,0
Czechia,7/5/2020,2020-W27,73,78,100,440,228,44,18,0
Czechia,7/6/2020,2020-W28,69,64,77,315,143,46,11,1
Czechia,7/7/2020,2020-W28,77,64,77,315,143,46,11,0
Czechia,7/8/2020,2020-W28,85,64,77,315,143,46,11,0
Czechia,7/9/2020,2020-W28,73,64,77,315,143,46,11,1
Czechia,7/10/2020,2020-W28,69,64,77,315,143,46,11,1
Czechia,7/11/2020,2020-W28,64,64,77,315,143,46,11,1
Czechia,7/12/2020,2020-W28,65,64,77,315,143,46,11,1
Czechia,7/13/2020,2020-W29,71,64,151,346,136,54,18,0
Czechia,7/14/2020,2020-W29,71,64,151,346,136,54,18,1
Czechia,7/15/2020,2020-W29,80,64,151,346,136,54,18,1
Czechia,7/16/2020,2020-W29,76,64,151,346,136,54,18,1
Czechia,7/17/2020,2020-W29,74,64,151,346,136,54,18,1
Czechia,7/18/2020,2020-W29,74,64,151,346,136,54,18,1
Czechia,7/19/2020,2020-W29,74,64,151,346,136,54,18,1
Czechia,7/20/2020,2020-W30,71,109,316,555,210,111,72,1
Czechia,7/21/2020,2020-W30,78,109,316,555,210,111,72,1
Czechia,7/22/2020,2020-W30,92,109,316,555,210,111,72,1
Czechia,7/23/2020,2020-W30,91,109,316,555,210,111,72,1
Czechia,7/24/2020,2020-W30,94,109,316,555,210,111,72,1
Czechia,7/25/2020,2020-W30,92,109,316,555,210,111,72,1
Czechia,7/26/2020,2020-W30,91,109,316,555,210,111,72,1
Czechia,7/27/2020,2020-W31,109,121,343,658,203,94,35,1
Czechia,7/28/2020,2020-W31,114,121,343,658,203,94,35,1
Czechia,7/29/2020,2020-W31,116,121,343,658,203,94,35,0
Czechia,7/30/2020,2020-W31,117,121,343,658,203,94,35,0
Czechia,7/31/2020,2020-W31,114,121,343,658,203,94,35,0
Czechia,8/1/2020,2020-W31,116,121,343,658,203,94,35,0
Czechia,8/2/2020,2020-W31,109,121,343,658,203,94,35,0
Czechia,8/3/2020,2020-W32,113,87,301,772,235,112,60,0
Czechia,8/4/2020,2020-W32,115,87,301,772,235,112,60,0
Czechia,8/5/2020,2020-W32,110,87,301,772,235,112,60,0
Czechia,8/6/2020,2020-W32,105,87,301,772,235,112,60,1
Czechia,8/7/2020,2020-W32,106,87,301,772,235,112,60,1
Czechia,8/8/2020,2020-W32,104,87,301,772,235,112,60,0
Czechia,8/9/2020,2020-W32,107,87,301,772,235,112,60,0
Czechia,8/10/2020,2020-W33,113,97,301,845,261,107,46,0
Czechia,8/11/2020,2020-W33,110,97,301,845,261,107,46,0
Czechia,8/12/2020,2020-W33,101,97,301,845,261,107,46,1
Czechia,8/13/2020,2020-W33,106,97,301,845,261,107,46,1
Czechia,8/14/2020,2020-W33,113,97,301,845,261,107,46,1
Czechia,8/15/2020,2020-W33,103,97,301,845,261,107,46,1
Czechia,8/16/2020,2020-W33,101,97,301,845,261,107,46,1
Czechia,8/17/2020,2020-W34,113,154,325,916,289,163,57,1
Czechia,8/18/2020,2020-W34,103,154,325,916,289,163,57,1
Czechia,8/19/2020,2020-W34,108,154,325,916,289,163,57,1
Czechia,8/20/2020,2020-W34,116,154,325,916,289,163,57,1
Czechia,8/21/2020,2020-W34,119,154,325,916,289,163,57,1
Czechia,8/22/2020,2020-W34,124,154,325,916,289,163,57,1
Czechia,8/23/2020,2020-W34,128,154,325,916,289,163,57,1
Czechia,8/24/2020,2020-W35,129,164,389,1267,370,202,56,1
Czechia,8/25/2020,2020-W35,131,164,389,1267,370,202,56,1
Czechia,8/26/2020,2020-W35,136,164,389,1267,370,202,56,1
Czechia,8/27/2020,2020-W35,147,164,389,1267,370,202,56,1
Czechia,8/28/2020,2020-W35,155,164,389,1267,370,202,56,1
Czechia,8/29/2020,2020-W35,153,164,389,1267,370,202,56,1
Czechia,8/30/2020,2020-W35,153,164,389,1267,370,202,56,1
Czechia,8/31/2020,2020-W36,170,255,603,1929,632,281,86,1
Czechia,9/1/2020,2020-W36,177,255,603,1929,632,281,86,1
Czechia,9/2/2020,2020-W36,179,255,603,1929,632,281,86,1
Czechia,9/3/2020,2020-W36,194,255,603,1929,632,281,86,1
Czechia,9/4/2020,2020-W36,198,255,603,1929,632,281,86,1
Czechia,9/5/2020,2020-W36,208,255,603,1929,632,281,86,1
Czechia,9/6/2020,2020-W36,219,255,603,1929,632,281,86,1
Czechia,10/5/2020,2020-W41,1486,2666,3961,16043,7204,3550,1235,1
Czechia,10/6/2020,2020-W41,1632,2666,3961,16043,7204,3550,1235,1
Czechia,10/7/2020,2020-W41,1783,2666,3961,16043,7204,3550,1235,1
Czechia,10/8/2020,2020-W41,1953,2666,3961,16043,7204,3550,1235,1
Czechia,10/9/2020,2020-W41,2146,2666,3961,16043,7204,3550,1235,1
Czechia,10/10/2020,2020-W41,2166,2666,3961,16043,7204,3550,1235,1
Czechia,10/11/2020,2020-W41,2218,2666,3961,16043,7204,3550,1235,1
Czechia,10/12/2020,2020-W42,2577,4241,5376,26959,12406,5573,2214,1
Czechia,10/13/2020,2020-W42,2690,4241,5376,26959,12406,5573,2214,1
Czechia,10/14/2020,2020-W42,2970,4241,5376,26959,12406,5573,2214,1
Czechia,10/15/2020,2020-W42,3205,4241,5376,26959,12406,5573,2214,1
Czechia,10/16/2020,2020-W42,3444,4241,5376,26959,12406,5573,2214,1
Czechia,10/17/2020,2020-W42,3537,4241,5376,26959,12406,5573,2214,1
Czechia,10/18/2020,2020-W42,3697,4241,5376,26959,12406,5573,2214,1
Czechia,10/19/2020,2020-W43,4138,6801,7580,39130,18595,8632,3458,1
Czechia,10/20/2020,2020-W43,4437,6801,7580,39130,18595,8632,3458,1
Czechia,10/21/2020,2020-W43,4846,6801,7580,39130,18595,8632,3458,1
Czechia,10/22/2020,2020-W43,5088,6801,7580,39130,18595,8632,3458,1
Czechia,10/23/2020,2020-W43,5436,6801,7580,39130,18595,8632,3458,1
Czechia,10/24/2020,2020-W43,5355,6801,7580,39130,18595,8632,3458,1
Czechia,10/25/2020,2020-W43,5664,6801,7580,39130,18595,8632,3458,1
Czechia,10/26/2020,2020-W44,6179,6774,7086,36352,19783,9225,4320,1
Czechia,10/27/2020,2020-W44,6509,6774,7086,36352,19783,9225,4320,1
Czechia,10/28/2020,2020-W44,6562,6774,7086,36352,19783,9225,4320,1
Czechia,10/29/2020,2020-W44,7261,6774,7086,36352,19783,9225,4320,1
Czechia,10/30/2020,2020-W44,7634,6774,7086,36352,19783,9225,4320,1
Czechia,10/31/2020,2020-W44,7305,6774,7086,36352,19783,9225,4320,1
Czechia,11/1/2020,2020-W44,7438,6774,7086,36352,19783,9225,4320,0
Czechia,11/2/2020,2020-W45,8012,5774,6558,29791,17641,9204,4190,0
Czechia,11/3/2020,2020-W45,8099,5774,6558,29791,17641,9204,4190,0
Czechia,11/4/2020,2020-W45,8156,5774,6558,29791,17641,9204,4190,0
Czechia,11/5/2020,2020-W45,8136,5774,6558,29791,17641,9204,4190,0
Czechia,11/6/2020,2020-W45,8028,5774,6558,29791,17641,9204,4190,0
Czechia,11/7/2020,2020-W45,7403,5774,6558,29791,17641,9204,4190,0
Czechia,11/8/2020,2020-W45,7383,5774,6558,29791,17641,9204,4190,0
Czechia,11/9/2020,2020-W46,7669,3865,4126,17340,10567,6198,3247,0
Czechia,11/10/2020,2020-W46,7497,3865,4126,17340,10567,6198,3247,0
Czechia,11/11/2020,2020-W46,7253,3865,4126,17340,10567,6198,3247,0
Czechia,11/12/2020,2020-W46,7096,3865,4126,17340,10567,6198,3247,0
Czechia,11/13/2020,2020-W46,6987,3865,4126,17340,10567,6198,3247,0
Czechia,11/14/2020,2020-W46,6461,3865,4126,17340,10567,6198,3247,0
Czechia,11/15/2020,2020-W46,6306,3865,4126,17340,10567,6198,3247,0
Czechia,11/16/2020,2020-W47,6529,2957,2925,12467,7265,4168,2369,0
Czechia,11/17/2020,2020-W47,6086,2957,2925,12467,7265,4168,2369,0
Czechia,11/18/2020,2020-W47,6459,2957,2925,12467,7265,4168,2369,0
Czechia,11/19/2020,2020-W47,6226,2957,2925,12467,7265,4168,2369,0
Czechia,11/20/2020,2020-W47,5995,2957,2925,12467,7265,4168,2369,0
Czechia,11/21/2020,2020-W47,5357,2957,2925,12467,7265,4168,2369,0
Czechia,11/22/2020,2020-W47,5321,2957,2925,12467,7265,4168,2369,0
Czechia,11/23/2020,2020-W48,5678,2650,2496,10626,5947,3665,2034,0
Czechia,11/24/2020,2020-W48,5507,2650,2496,10626,5947,3665,2034,0
Czechia,11/25/2020,2020-W48,5297,2650,2496,10626,5947,3665,2034,0
Czechia,11/26/2020,2020-W48,5141,2650,2496,10626,5947,3665,2034,0
Czechia,11/27/2020,2020-W48,4928,2650,2496,10626,5947,3665,2034,0
Czechia,11/28/2020,2020-W48,4459,2650,2496,10626,5947,3665,2034,0
Czechia,11/29/2020,2020-W48,4523,2650,2496,10626,5947,3665,2034,0
Czechia,12/28/2020,2020-W53,5707,6432,6554,31277,15724,9524,2953,1
Czechia,12/29/2020,2020-W53,5956,6432,6554,31277,15724,9524,2953,1
Czechia,12/30/2020,2020-W53,6122,6432,6554,31277,15724,9524,2953,1
Czechia,12/31/2020,2020-W53,6139,6432,6554,31277,15724,9524,2953,1
Czechia,1/1/2021,2020-W53,5644,6432,6554,31277,15724,9524,2953,1
Czechia,1/2/2021,2020-W53,5949,6432,6554,31277,15724,9524,2953,1
Czechia,1/3/2021,2020-W53,6262,6432,6554,31277,15724,9524,2953,1
Czechia,1/4/2021,2021-W01,7203,7517,8367,37178,18981,12690,4108,1
Czechia,1/5/2021,2021-W01,7383,7517,8367,37178,18981,12690,4108,1
Czechia,1/6/2021,2021-W01,7373,7517,8367,37178,18981,12690,4108,0
Czechia,1/7/2021,2021-W01,7512,7517,8367,37178,18981,12690,4108,0
Czechia,1/8/2021,2021-W01,7306,7517,8367,37178,18981,12690,4108,0
Czechia,1/9/2021,2021-W01,6729,7517,8367,37178,18981,12690,4108,0
Czechia,1/10/2021,2021-W01,6839,7517,8367,37178,18981,12690,4108,0
Czechia,1/11/2021,2021-W02,7379,6272,4854,22122,12534,7775,2817,0
Czechia,1/12/2021,2021-W02,7433,6272,4854,22122,12534,7775,2817,0
Czechia,1/13/2021,2021-W02,7259,6272,4854,22122,12534,7775,2817,0
Czechia,1/14/2021,2021-W02,7182,6272,4854,22122,12534,7775,2817,0
Czechia,1/15/2021,2021-W02,7095,6272,4854,22122,12534,7775,2817,0
Czechia,1/16/2021,2021-W02,6471,6272,4854,22122,12534,7775,2817,0
Czechia,1/17/2021,2021-W02,6437,6272,4854,22122,12534,7775,2817,0
Czechia,1/18/2021,2021-W03,6925,5819,3898,19248,10792,6022,2337,0
Czechia,1/19/2021,2021-W03,6641,5819,3898,19248,10792,6022,2337,0
Czechia,1/20/2021,2021-W03,6471,5819,3898,19248,10792,6022,2337,0
Czechia,1/21/2021,2021-W03,6352,5819,3898,19248,10792,6022,2337,0
Czechia,1/22/2021,2021-W03,6328,5819,3898,19248,10792,6022,2337,0
Czechia,1/23/2021,2021-W03,5827,5819,3898,19248,10792,6022,2337,0
Czechia,1/24/2021,2021-W03,5866,5819,3898,19248,10792,6022,2337,0
Czechia,1/25/2021,2021-W04,6288,5694,3904,19478,10409,5715,2152,0
Czechia,1/26/2021,2021-W04,6251,5694,3904,19478,10409,5715,2152,0
Czechia,1/27/2021,2021-W04,6095,5694,3904,19478,10409,5715,2152,0
Czechia,1/28/2021,2021-W04,5988,5694,3904,19478,10409,5715,2152,0
Czechia,1/29/2021,2021-W04,5931,5694,3904,19478,10409,5715,2152,1
Czechia,1/30/2021,2021-W04,5491,5694,3904,19478,10409,5715,2152,1
Czechia,1/31/2021,2021-W04,5538,5694,3904,19478,10409,5715,2152,1
Czechia,2/1/2021,2021-W05,6063,6271,4150,20738,10839,5984,2047,1
Czechia,2/2/2021,2021-W05,5953,6271,4150,20738,10839,5984,2047,1
Czechia,2/3/2021,2021-W05,5924,6271,4150,20738,10839,5984,2047,1
Czechia,2/4/2021,2021-W05,5949,6271,4150,20738,10839,5984,2047,1
Czechia,2/5/2021,2021-W05,5932,6271,4150,20738,10839,5984,2047,0
Czechia,2/6/2021,2021-W05,5598,6271,4150,20738,10839,5984,2047,1
Czechia,2/7/2021,2021-W05,5740,6271,4150,20738,10839,5984,2047,1
Czechia,2/8/2021,2021-W06,6155,6908,4541,22596,11550,6054,1817,1
Czechia,2/9/2021,2021-W06,6089,6908,4541,22596,11550,6054,1817,1
Czechia,2/10/2021,2021-W06,6010,6908,4541,22596,11550,6054,1817,1
Czechia,2/11/2021,2021-W06,5986,6908,4541,22596,11550,6054,1817,1
Czechia,2/12/2021,2021-W06,5922,6908,4541,22596,11550,6054,1817,1
Czechia,2/13/2021,2021-W06,5617,6908,4541,22596,11550,6054,1817,1
Czechia,2/14/2021,2021-W06,5830,6908,4541,22596,11550,6054,1817,1
Czechia,2/15/2021,2021-W07,6315,9085,5765,27924,14139,7285,2080,1
Czechia,2/16/2021,2021-W07,6348,9085,5765,27924,14139,7285,2080,1
Czechia,2/17/2021,2021-W07,6432,9085,5765,27924,14139,7285,2080,1
Czechia,2/18/2021,2021-W07,6529,9085,5765,27924,14139,7285,2080,1
Czechia,2/19/2021,2021-W07,6546,9085,5765,27924,14139,7285,2080,1
Czechia,2/20/2021,2021-W07,6146,9085,5765,27924,14139,7285,2080,1
Czechia,2/21/2021,2021-W07,6353,9085,5765,27924,14139,7285,2080,1
Czechia,2/22/2021,2021-W08,7050,11219,7346,35324,17439,9097,2381,1
Czechia,2/23/2021,2021-W08,7083,11219,7346,35324,17439,9097,2381,1
Czechia,2/24/2021,2021-W08,7174,11219,7346,35324,17439,9097,2381,1
Czechia,2/25/2021,2021-W08,7391,11219,7346,35324,17439,9097,2381,1
Czechia,2/26/2021,2021-W08,7488,11219,7346,35324,17439,9097,2381,1
Czechia,2/27/2021,2021-W08,7193,11219,7346,35324,17439,9097,2381,1
Czechia,2/28/2021,2021-W08,7458,11219,7346,35324,17439,9097,2381,1
Czechia,3/29/2021,2021-W13,8123,4326,3677,14987,8115,4818,1045,0
Czechia,3/30/2021,2021-W13,7849,4326,3677,14987,8115,4818,1045,0
Czechia,3/31/2021,2021-W13,7530,4326,3677,14987,8115,4818,1045,0
Czechia,4/1/2021,2021-W13,7227,4326,3677,14987,8115,4818,1045,0
Czechia,4/2/2021,2021-W13,6388,4326,3677,14987,8115,4818,1045,0
Czechia,4/3/2021,2021-W13,6230,4326,3677,14987,8115,4818,1045,0
Czechia,4/4/2021,2021-W13,6323,4326,3677,14987,8115,4818,1045,0
Denmark,5/14/2020,2020-W20,147,46,49,192,98,39,24,0
Denmark,5/15/2020,2020-W20,137,46,49,192,98,39,24,0
Denmark,5/16/2020,2020-W20,140,46,49,192,98,39,24,0
Denmark,5/17/2020,2020-W20,133,46,49,192,98,39,24,0
Denmark,5/18/2020,2020-W21,144,43,45,176,80,32,19,0
Denmark,5/19/2020,2020-W21,141,43,45,176,80,32,19,0
Denmark,5/20/2020,2020-W21,127,43,45,176,80,32,19,0
Denmark,5/21/2020,2020-W21,122,43,45,176,80,32,19,0
Denmark,5/22/2020,2020-W21,119,43,45,176,80,32,19,0
Denmark,5/23/2020,2020-W21,118,43,45,176,80,32,19,0
Denmark,5/24/2020,2020-W21,115,43,45,176,80,32,19,0
Denmark,5/25/2020,2020-W22,116,25,42,117,61,41,23,0
Denmark,5/26/2020,2020-W22,112,25,42,117,61,41,23,0
Denmark,5/27/2020,2020-W22,107,25,42,117,61,41,23,0
Denmark,5/28/2020,2020-W22,110,25,42,117,61,41,23,0
Denmark,5/29/2020,2020-W22,106,25,42,117,61,41,23,0
Denmark,5/30/2020,2020-W22,100,25,42,117,61,41,23,0
Denmark,5/31/2020,2020-W22,98,25,42,117,61,41,23,0
Denmark,6/1/2020,2020-W23,103,31,30,99,52,29,11,0
Denmark,6/2/2020,2020-W23,99,31,30,99,52,29,11,0
Denmark,6/3/2020,2020-W23,100,31,30,99,52,29,11,0
Denmark,6/4/2020,2020-W23,97,31,30,99,52,29,11,0
Denmark,6/5/2020,2020-W23,85,31,30,99,52,29,11,0
Denmark,6/6/2020,2020-W23,81,31,30,99,52,29,11,0
Denmark,6/7/2020,2020-W23,75,31,30,99,52,29,11,0
Denmark,6/8/2020,2020-W24,79,29,39,100,52,34,17,0
Denmark,6/9/2020,2020-W24,73,29,39,100,52,34,17,0
Denmark,6/10/2020,2020-W24,17,29,39,100,52,34,17,1
Denmark,6/11/2020,2020-W24,13,29,39,100,52,34,17,1
Denmark,6/12/2020,2020-W24,12,29,39,100,52,34,17,1
Denmark,6/13/2020,2020-W24,9,29,39,100,52,34,17,1
Denmark,6/14/2020,2020-W24,49,29,39,100,52,34,17,0
Denmark,6/15/2020,2020-W25,46,30,51,132,72,30,9,0
Denmark,6/16/2020,2020-W25,43,30,51,132,72,30,9,0
Denmark,6/17/2020,2020-W25,39,30,51,132,72,30,9,0
Denmark,6/18/2020,2020-W25,38,30,51,132,72,30,9,0
Denmark,6/19/2020,2020-W25,37,30,51,132,72,30,9,0
Denmark,6/20/2020,2020-W25,39,30,51,132,72,30,9,0
Denmark,6/21/2020,2020-W25,38,30,51,132,72,30,9,0
Denmark,6/22/2020,2020-W26,37,28,19,68,29,37,15,0
Denmark,6/23/2020,2020-W26,32,28,19,68,29,37,15,0
Denmark,6/24/2020,2020-W26,33,28,19,68,29,37,15,0
Denmark,6/25/2020,2020-W26,36,28,19,68,29,37,15,0
Denmark,6/26/2020,2020-W26,31,28,19,68,29,37,15,0
Denmark,7/1/2020,2020-W27,29,13,19,49,25,13,5,0
Denmark,7/2/2020,2020-W27,29,13,19,49,25,13,5,0
Denmark,7/3/2020,2020-W27,27,13,19,49,25,13,5,0
Denmark,7/4/2020,2020-W27,26,13,19,49,25,13,5,0
Denmark,7/5/2020,2020-W27,24,13,19,49,25,13,5,0
Denmark,7/6/2020,2020-W28,23,15,43,63,36,11,2,0
Denmark,7/7/2020,2020-W28,17,15,43,63,36,11,2,0
Denmark,7/8/2020,2020-W28,18,15,43,63,36,11,2,1
Denmark,7/9/2020,2020-W28,18,15,43,63,36,11,2,0
Denmark,7/10/2020,2020-W28,17,15,43,63,36,11,2,1
Denmark,7/11/2020,2020-W28,15,15,43,63,36,11,2,1
Denmark,7/12/2020,2020-W28,18,15,43,63,36,11,2,1
Denmark,7/13/2020,2020-W29,18,26,54,104,47,22,11,0
Denmark,7/14/2020,2020-W29,17,26,54,104,47,22,11,1
Denmark,7/15/2020,2020-W29,19,26,54,104,47,22,11,0
Denmark,7/16/2020,2020-W29,17,26,54,104,47,22,11,1
Denmark,7/17/2020,2020-W29,20,26,54,104,47,22,11,0
Denmark,7/18/2020,2020-W29,16,26,54,104,47,22,11,1
Denmark,7/19/2020,2020-W29,19,26,54,104,47,22,11,1
Denmark,7/20/2020,2020-W30,18,23,48,90,60,22,5,1
Denmark,7/21/2020,2020-W30,18,23,48,90,60,22,5,1
Denmark,7/22/2020,2020-W30,16,23,48,90,60,22,5,1
Denmark,7/23/2020,2020-W30,19,23,48,90,60,22,5,0
Denmark,7/24/2020,2020-W30,16,23,48,90,60,22,5,1
Denmark,7/25/2020,2020-W30,17,23,48,90,60,22,5,0
Denmark,7/26/2020,2020-W30,23,23,48,90,60,22,5,0
Denmark,7/27/2020,2020-W31,22,33,85,253,86,30,7,1
Denmark,7/28/2020,2020-W31,22,33,85,253,86,30,7,1
Denmark,7/29/2020,2020-W31,21,33,85,253,86,30,7,1
Denmark,7/30/2020,2020-W31,18,33,85,253,86,30,7,1
Denmark,7/31/2020,2020-W31,18,33,85,253,86,30,7,1
Denmark,8/1/2020,2020-W31,16,33,85,253,86,30,7,1
Denmark,8/2/2020,2020-W31,20,33,85,253,86,30,7,0
Denmark,8/3/2020,2020-W32,24,107,202,348,182,50,7,0
Denmark,8/4/2020,2020-W32,24,107,202,348,182,50,7,0
Denmark,8/5/2020,2020-W32,23,107,202,348,182,50,7,0
Denmark,8/6/2020,2020-W32,24,107,202,348,182,50,7,0
Denmark,8/7/2020,2020-W32,25,107,202,348,182,50,7,0
Denmark,8/8/2020,2020-W32,21,107,202,348,182,50,7,0
Denmark,8/9/2020,2020-W32,20,107,202,348,182,50,7,0
Denmark,8/10/2020,2020-W33,23,122,249,339,139,37,7,0
Denmark,8/11/2020,2020-W33,20,122,249,339,139,37,7,0
Denmark,8/12/2020,2020-W33,16,122,249,339,139,37,7,0
Denmark,8/13/2020,2020-W33,13,122,249,339,139,37,7,1
Denmark,8/14/2020,2020-W33,14,122,249,339,139,37,7,1
Denmark,8/15/2020,2020-W33,14,122,249,339,139,37,7,1
Denmark,8/16/2020,2020-W33,12,122,249,339,139,37,7,1
Denmark,8/17/2020,2020-W34,16,102,201,203,83,24,8,1
Denmark,8/18/2020,2020-W34,18,102,201,203,83,24,8,1
Denmark,8/19/2020,2020-W34,16,102,201,203,83,24,8,1
Denmark,8/20/2020,2020-W34,20,102,201,203,83,24,8,0
Denmark,8/21/2020,2020-W34,22,102,201,203,83,24,8,0
Denmark,8/22/2020,2020-W34,22,102,201,203,83,24,8,0
Denmark,8/23/2020,2020-W34,19,102,201,203,83,24,8,1
Denmark,8/24/2020,2020-W35,20,54,147,249,95,39,8,1
Denmark,8/25/2020,2020-W35,21,54,147,249,95,39,8,0
Denmark,8/26/2020,2020-W35,19,54,147,249,95,39,8,0
Denmark,8/27/2020,2020-W35,19,54,147,249,95,39,8,0
Denmark,8/28/2020,2020-W35,21,54,147,249,95,39,8,0
Denmark,8/29/2020,2020-W35,21,54,147,249,95,39,8,0
Denmark,8/30/2020,2020-W35,21,54,147,249,95,39,8,1
Denmark,8/31/2020,2020-W36,23,129,255,531,187,76,15,1
Denmark,9/1/2020,2020-W36,20,129,255,531,187,76,15,1
Denmark,9/2/2020,2020-W36,15,129,255,531,187,76,15,1
Denmark,9/3/2020,2020-W36,17,129,255,531,187,76,15,1
Denmark,9/4/2020,2020-W36,18,129,255,531,187,76,15,1
Denmark,9/5/2020,2020-W36,16,129,255,531,187,76,15,1
Denmark,9/6/2020,2020-W36,27,129,255,531,187,76,15,1
Denmark,10/5/2020,2020-W41,120,315,615,974,516,213,70,0
Denmark,10/6/2020,2020-W41,124,315,615,974,516,213,70,0
Denmark,10/7/2020,2020-W41,116,315,615,974,516,213,70,0
Denmark,10/8/2020,2020-W41,115,315,615,974,516,213,70,0
Denmark,10/9/2020,2020-W41,106,315,615,974,516,213,70,1
