country,date,year_week,Daily hospital occupancy,under_15_cases,15-24_cases,25-49_cases,50-64_cases,65-79_cases,over_80_cases,next_week_hospitalizations
Czechia,10/7/2020,2020-W41,1783,2666,3961,16043,7204,3550,1235,2970
Czechia,10/8/2020,2020-W41,1953,2666,3961,16043,7204,3550,1235,3205
Czechia,10/9/2020,2020-W41,2146,2666,3961,16043,7204,3550,1235,3444
Czechia,10/10/2020,2020-W41,2166,2666,3961,16043,7204,3550,1235,3537
Czechia,10/11/2020,2020-W41,2218,2666,3961,16043,7204,3550,1235,3697
Czechia,10/12/2020,2020-W42,2577,4241,5376,26959,12406,5573,2214,4138
Czechia,10/13/2020,2020-W42,2690,4241,5376,26959,12406,5573,2214,4437
Czechia,10/14/2020,2020-W42,2970,4241,5376,26959,12406,5573,2214,4846
Czechia,10/15/2020,2020-W42,3205,4241,5376,26959,12406,5573,2214,5088
Czechia,10/16/2020,2020-W42,3444,4241,5376,26959,12406,5573,2214,5436
Czechia,10/17/2020,2020-W42,3537,4241,5376,26959,12406,5573,2214,5355
Czechia,10/18/2020,2020-W42,3697,4241,5376,26959,12406,5573,2214,5664
Czechia,10/19/2020,2020-W43,4138,6801,7580,39130,18595,8632,3458,6179
Czechia,10/20/2020,2020-W43,4437,6801,7580,39130,18595,8632,3458,6509
Czechia,10/21/2020,2020-W43,4846,6801,7580,39130,18595,8632,3458,6562
Czechia,10/22/2020,2020-W43,5088,6801,7580,39130,18595,8632,3458,7261
Czechia,10/23/2020,2020-W43,5436,6801,7580,39130,18595,8632,3458,7634
Czechia,10/24/2020,2020-W43,5355,6801,7580,39130,18595,8632,3458,7305
Czechia,10/25/2020,2020-W43,5664,6801,7580,39130,18595,8632,3458,7438
Czechia,10/26/2020,2020-W44,6179,6774,7086,36352,19783,9225,4320,8012
Czechia,10/27/2020,2020-W44,6509,6774,7086,36352,19783,9225,4320,8099
Czechia,10/28/2020,2020-W44,6562,6774,7086,36352,19783,9225,4320,8156
Czechia,10/29/2020,2020-W44,7261,6774,7086,36352,19783,9225,4320,8136
Czechia,10/30/2020,2020-W44,7634,6774,7086,36352,19783,9225,4320,8028
Czechia,10/31/2020,2020-W44,7305,6774,7086,36352,19783,9225,4320,7403
Czechia,11/1/2020,2020-W44,7438,6774,7086,36352,19783,9225,4320,7383
Czechia,11/2/2020,2020-W45,8012,5774,6558,29791,17641,9204,4190,7669
Czechia,11/3/2020,2020-W45,8099,5774,6558,29791,17641,9204,4190,7497
Czechia,11/4/2020,2020-W45,8156,5774,6558,29791,17641,9204,4190,7253
Czechia,11/5/2020,2020-W45,8136,5774,6558,29791,17641,9204,4190,7096
Czechia,11/6/2020,2020-W45,8028,5774,6558,29791,17641,9204,4190,6987
Czechia,11/7/2020,2020-W45,7403,5774,6558,29791,17641,9204,4190,6461
Czechia,11/8/2020,2020-W45,7383,5774,6558,29791,17641,9204,4190,6306
Czechia,11/9/2020,2020-W46,7669,3865,4126,17340,10567,6198,3247,6529
Czechia,11/10/2020,2020-W46,7497,3865,4126,17340,10567,6198,3247,6086
Czechia,11/11/2020,2020-W46,7253,3865,4126,17340,10567,6198,3247,6459
Czechia,11/12/2020,2020-W46,7096,3865,4126,17340,10567,6198,3247,6226
Czechia,11/13/2020,2020-W46,6987,3865,4126,17340,10567,6198,3247,5995
Czechia,11/14/2020,2020-W46,6461,3865,4126,17340,10567,6198,3247,5357
Czechia,11/15/2020,2020-W46,6306,3865,4126,17340,10567,6198,3247,5321
Czechia,11/16/2020,2020-W47,6529,2957,2925,12467,7265,4168,2369,5678
Czechia,11/17/2020,2020-W47,6086,2957,2925,12467,7265,4168,2369,5507
Czechia,11/18/2020,2020-W47,6459,2957,2925,12467,7265,4168,2369,5297
Czechia,11/19/2020,2020-W47,6226,2957,2925,12467,7265,4168,2369,5141
Czechia,11/20/2020,2020-W47,5995,2957,2925,12467,7265,4168,2369,4928
Czechia,11/21/2020,2020-W47,5357,2957,2925,12467,7265,4168,2369,4459
Czechia,11/22/2020,2020-W47,5321,2957,2925,12467,7265,4168,2369,4523
Czechia,11/23/2020,2020-W48,5678,2650,2496,10626,5947,3665,2034,4818
Czechia,11/24/2020,2020-W48,5507,2650,2496,10626,5947,3665,2034,4649
Czechia,11/25/2020,2020-W48,5297,2650,2496,10626,5947,3665,2034,4546
Czechia,11/26/2020,2020-W48,5141,2650,2496,10626,5947,3665,2034,4501
Czechia,11/27/2020,2020-W48,4928,2650,2496,10626,5947,3665,2034,4458
Czechia,11/28/2020,2020-W48,4459,2650,2496,10626,5947,3665,2034,4096
Czechia,11/29/2020,2020-W48,4523,2650,2496,10626,5947,3665,2034,4143
Czechia,12/28/2020,2020-W53,5707,6432,6554,31277,15724,9524,2953,7203
Czechia,12/29/2020,2020-W53,5956,6432,6554,31277,15724,9524,2953,7383
Czechia,12/30/2020,2020-W53,6122,6432,6554,31277,15724,9524,2953,7373
Czechia,12/31/2020,2020-W53,6139,6432,6554,31277,15724,9524,2953,7512
Czechia,1/1/2021,2020-W53,5644,6432,6554,31277,15724,9524,2953,7306
Czechia,1/2/2021,2020-W53,5949,6432,6554,31277,15724,9524,2953,6729
Czechia,1/3/2021,2020-W53,6262,6432,6554,31277,15724,9524,2953,6839
Czechia,1/4/2021,2021-W01,7203,7517,8367,37178,18981,12690,4108,7379
Czechia,1/5/2021,2021-W01,7383,7517,8367,37178,18981,12690,4108,7433
Czechia,1/6/2021,2021-W01,7373,7517,8367,37178,18981,12690,4108,7259
Czechia,1/7/2021,2021-W01,7512,7517,8367,37178,18981,12690,4108,7182
Czechia,1/8/2021,2021-W01,7306,7517,8367,37178,18981,12690,4108,7095
Czechia,1/9/2021,2021-W01,6729,7517,8367,37178,18981,12690,4108,6471
Czechia,1/10/2021,2021-W01,6839,7517,8367,37178,18981,12690,4108,6437
Czechia,1/11/2021,2021-W02,7379,6272,4854,22122,12534,7775,2817,6925
Czechia,1/12/2021,2021-W02,7433,6272,4854,22122,12534,7775,2817,6641
Czechia,1/13/2021,2021-W02,7259,6272,4854,22122,12534,7775,2817,6471
Czechia,1/14/2021,2021-W02,7182,6272,4854,22122,12534,7775,2817,6352
Czechia,1/15/2021,2021-W02,7095,6272,4854,22122,12534,7775,2817,6328
Czechia,1/16/2021,2021-W02,6471,6272,4854,22122,12534,7775,2817,5827
Czechia,1/17/2021,2021-W02,6437,6272,4854,22122,12534,7775,2817,5866
Czechia,1/18/2021,2021-W03,6925,5819,3898,19248,10792,6022,2337,6288
Czechia,1/19/2021,2021-W03,6641,5819,3898,19248,10792,6022,2337,6251
Czechia,1/20/2021,2021-W03,6471,5819,3898,19248,10792,6022,2337,6095
Czechia,1/21/2021,2021-W03,6352,5819,3898,19248,10792,6022,2337,5988
Czechia,1/22/2021,2021-W03,6328,5819,3898,19248,10792,6022,2337,5931
Czechia,1/23/2021,2021-W03,5827,5819,3898,19248,10792,6022,2337,5491
Czechia,1/24/2021,2021-W03,5866,5819,3898,19248,10792,6022,2337,5538
Czechia,1/25/2021,2021-W04,6288,5694,3904,19478,10409,5715,2152,6063
Czechia,1/26/2021,2021-W04,6251,5694,3904,19478,10409,5715,2152,5953
Czechia,1/27/2021,2021-W04,6095,5694,3904,19478,10409,5715,2152,5924
Czechia,1/28/2021,2021-W04,5988,5694,3904,19478,10409,5715,2152,5949
Czechia,1/29/2021,2021-W04,5931,5694,3904,19478,10409,5715,2152,5932
Czechia,1/30/2021,2021-W04,5491,5694,3904,19478,10409,5715,2152,5598
Czechia,1/31/2021,2021-W04,5538,5694,3904,19478,10409,5715,2152,5740
Czechia,2/1/2021,2021-W05,6063,6271,4150,20738,10839,5984,2047,6155
Czechia,2/2/2021,2021-W05,5953,6271,4150,20738,10839,5984,2047,6089
Czechia,2/3/2021,2021-W05,5924,6271,4150,20738,10839,5984,2047,6010
Czechia,2/4/2021,2021-W05,5949,6271,4150,20738,10839,5984,2047,5986
Czechia,2/5/2021,2021-W05,5932,6271,4150,20738,10839,5984,2047,5922
Czechia,2/6/2021,2021-W05,5598,6271,4150,20738,10839,5984,2047,5617
Czechia,2/7/2021,2021-W05,5740,6271,4150,20738,10839,5984,2047,5830
Czechia,2/8/2021,2021-W06,6155,6908,4541,22596,11550,6054,1817,6315
Czechia,2/9/2021,2021-W06,6089,6908,4541,22596,11550,6054,1817,6348
Czechia,2/10/2021,2021-W06,6010,6908,4541,22596,11550,6054,1817,6432
Czechia,2/11/2021,2021-W06,5986,6908,4541,22596,11550,6054,1817,6529
Czechia,2/12/2021,2021-W06,5922,6908,4541,22596,11550,6054,1817,6546
Czechia,2/13/2021,2021-W06,5617,6908,4541,22596,11550,6054,1817,6146
Czechia,2/14/2021,2021-W06,5830,6908,4541,22596,11550,6054,1817,6353
Czechia,2/15/2021,2021-W07,6315,9085,5765,27924,14139,7285,2080,7050
Czechia,2/16/2021,2021-W07,6348,9085,5765,27924,14139,7285,2080,7083
Czechia,2/17/2021,2021-W07,6432,9085,5765,27924,14139,7285,2080,7174
Czechia,2/18/2021,2021-W07,6529,9085,5765,27924,14139,7285,2080,7391
Czechia,2/19/2021,2021-W07,6546,9085,5765,27924,14139,7285,2080,7488
Czechia,2/20/2021,2021-W07,6146,9085,5765,27924,14139,7285,2080,7193
Czechia,2/21/2021,2021-W07,6353,9085,5765,27924,14139,7285,2080,7458
Czechia,2/22/2021,2021-W08,7050,11219,7346,35324,17439,9097,2381,8263
Czechia,2/23/2021,2021-W08,7083,11219,7346,35324,17439,9097,2381,8445
Czechia,2/24/2021,2021-W08,7174,11219,7346,35324,17439,9097,2381,8386
Czechia,2/25/2021,2021-W08,7391,11219,7346,35324,17439,9097,2381,8389
Czechia,2/26/2021,2021-W08,7488,11219,7346,35324,17439,9097,2381,8449
Czechia,2/27/2021,2021-W08,7193,11219,7346,35324,17439,9097,2381,8107
Czechia,2/28/2021,2021-W08,7458,11219,7346,35324,17439,9097,2381,8333
Czechia,3/29/2021,2021-W13,8123,4326,3677,14987,8115,4818,1045,6393
Czechia,3/30/2021,2021-W13,7849,4326,3677,14987,8115,4818,1045,7081
Czechia,3/31/2021,2021-W13,7530,4326,3677,14987,8115,4818,1045,6723
Czechia,4/1/2021,2021-W13,7227,4326,3677,14987,8115,4818,1045,6247
Czechia,4/2/2021,2021-W13,6388,4326,3677,14987,8115,4818,1045,5931
Czechia,4/3/2021,2021-W13,6230,4326,3677,14987,8115,4818,1045,5299
Czechia,4/4/2021,2021-W13,6323,4326,3677,14987,8115,4818,1045,5248
Denmark,5/14/2020,2020-W20,147,46,49,192,98,39,24,122
Denmark,5/15/2020,2020-W20,137,46,49,192,98,39,24,119
Denmark,5/16/2020,2020-W20,140,46,49,192,98,39,24,118
Denmark,5/17/2020,2020-W20,133,46,49,192,98,39,24,115
Denmark,5/18/2020,2020-W21,144,43,45,176,80,32,19,116
Denmark,5/19/2020,2020-W21,141,43,45,176,80,32,19,112
Denmark,5/20/2020,2020-W21,127,43,45,176,80,32,19,107
Denmark,5/21/2020,2020-W21,122,43,45,176,80,32,19,110
Denmark,5/22/2020,2020-W21,119,43,45,176,80,32,19,106
Denmark,5/23/2020,2020-W21,118,43,45,176,80,32,19,100
Denmark,5/24/2020,2020-W21,115,43,45,176,80,32,19,98
Denmark,5/25/2020,2020-W22,116,25,42,117,61,41,23,103
Denmark,5/26/2020,2020-W22,112,25,42,117,61,41,23,99
Denmark,5/27/2020,2020-W22,107,25,42,117,61,41,23,100
Denmark,5/28/2020,2020-W22,110,25,42,117,61,41,23,97
Denmark,5/29/2020,2020-W22,106,25,42,117,61,41,23,85
Denmark,5/30/2020,2020-W22,100,25,42,117,61,41,23,81
Denmark,5/31/2020,2020-W22,98,25,42,117,61,41,23,75
Denmark,6/1/2020,2020-W23,103,31,30,99,52,29,11,79
Denmark,6/2/2020,2020-W23,99,31,30,99,52,29,11,73
Denmark,6/3/2020,2020-W23,100,31,30,99,52,29,11,17
Denmark,6/4/2020,2020-W23,97,31,30,99,52,29,11,13
Denmark,6/5/2020,2020-W23,85,31,30,99,52,29,11,12
Denmark,6/6/2020,2020-W23,81,31,30,99,52,29,11,9
Denmark,6/7/2020,2020-W23,75,31,30,99,52,29,11,49
Denmark,6/8/2020,2020-W24,79,29,39,100,52,34,17,46
Denmark,6/9/2020,2020-W24,73,29,39,100,52,34,17,43
Denmark,6/10/2020,2020-W24,17,29,39,100,52,34,17,39
Denmark,6/11/2020,2020-W24,13,29,39,100,52,34,17,38
Denmark,6/12/2020,2020-W24,12,29,39,100,52,34,17,37
Denmark,6/13/2020,2020-W24,9,29,39,100,52,34,17,39
Denmark,6/14/2020,2020-W24,49,29,39,100,52,34,17,38
Denmark,6/15/2020,2020-W25,46,30,51,132,72,30,9,37
Denmark,6/16/2020,2020-W25,43,30,51,132,72,30,9,32
Denmark,6/17/2020,2020-W25,39,30,51,132,72,30,9,33
Denmark,6/18/2020,2020-W25,38,30,51,132,72,30,9,36
Denmark,6/19/2020,2020-W25,37,30,51,132,72,30,9,31
Denmark,6/20/2020,2020-W25,39,30,51,132,72,30,9,29
Denmark,6/21/2020,2020-W25,38,30,51,132,72,30,9,29
Denmark,6/22/2020,2020-W26,37,28,19,68,29,37,15,27
Denmark,6/23/2020,2020-W26,32,28,19,68,29,37,15,26
Denmark,6/24/2020,2020-W26,33,28,19,68,29,37,15,24
Denmark,6/25/2020,2020-W26,36,28,19,68,29,37,15,23
Denmark,6/26/2020,2020-W26,31,28,19,68,29,37,15,17
Denmark,7/1/2020,2020-W27,29,13,19,49,25,13,5,18
Denmark,7/2/2020,2020-W27,29,13,19,49,25,13,5,18
Denmark,7/3/2020,2020-W27,27,13,19,49,25,13,5,17
Denmark,7/4/2020,2020-W27,26,13,19,49,25,13,5,15
Denmark,7/5/2020,2020-W27,24,13,19,49,25,13,5,18
Denmark,7/6/2020,2020-W28,23,15,43,63,36,11,2,18
Denmark,7/7/2020,2020-W28,17,15,43,63,36,11,2,17
Denmark,7/8/2020,2020-W28,18,15,43,63,36,11,2,19
Denmark,7/9/2020,2020-W28,18,15,43,63,36,11,2,17
Denmark,7/10/2020,2020-W28,17,15,43,63,36,11,2,20
Denmark,7/11/2020,2020-W28,15,15,43,63,36,11,2,16
Denmark,7/12/2020,2020-W28,18,15,43,63,36,11,2,19
Denmark,7/13/2020,2020-W29,18,26,54,104,47,22,11,18
Denmark,7/14/2020,2020-W29,17,26,54,104,47,22,11,18
Denmark,7/15/2020,2020-W29,19,26,54,104,47,22,11,16
Denmark,7/16/2020,2020-W29,17,26,54,104,47,22,11,19
Denmark,7/17/2020,2020-W29,20,26,54,104,47,22,11,16
Denmark,7/18/2020,2020-W29,16,26,54,104,47,22,11,17
Denmark,7/19/2020,2020-W29,19,26,54,104,47,22,11,23
Denmark,7/20/2020,2020-W30,18,23,48,90,60,22,5,22
Denmark,7/21/2020,2020-W30,18,23,48,90,60,22,5,22
Denmark,7/22/2020,2020-W30,16,23,48,90,60,22,5,21
Denmark,7/23/2020,2020-W30,19,23,48,90,60,22,5,18
Denmark,7/24/2020,2020-W30,16,23,48,90,60,22,5,18
Denmark,7/25/2020,2020-W30,17,23,48,90,60,22,5,16
Denmark,7/26/2020,2020-W30,23,23,48,90,60,22,5,20
Denmark,7/27/2020,2020-W31,22,33,85,253,86,30,7,24
Denmark,7/28/2020,2020-W31,22,33,85,253,86,30,7,24
Denmark,7/29/2020,2020-W31,21,33,85,253,86,30,7,23
Denmark,7/30/2020,2020-W31,18,33,85,253,86,30,7,24
Denmark,7/31/2020,2020-W31,18,33,85,253,86,30,7,25
Denmark,8/1/2020,2020-W31,16,33,85,253,86,30,7,21
Denmark,8/2/2020,2020-W31,20,33,85,253,86,30,7,20
Denmark,8/3/2020,2020-W32,24,107,202,348,182,50,7,23
Denmark,8/4/2020,2020-W32,24,107,202,348,182,50,7,20
Denmark,8/5/2020,2020-W32,23,107,202,348,182,50,7,16
Denmark,8/6/2020,2020-W32,24,107,202,348,182,50,7,13
Denmark,8/7/2020,2020-W32,25,107,202,348,182,50,7,14
Denmark,8/8/2020,2020-W32,21,107,202,348,182,50,7,14
Denmark,8/9/2020,2020-W32,20,107,202,348,182,50,7,12
Denmark,8/10/2020,2020-W33,23,122,249,339,139,37,7,16
Denmark,8/11/2020,2020-W33,20,122,249,339,139,37,7,18
Denmark,8/12/2020,2020-W33,16,122,249,339,139,37,7,16
Denmark,8/13/2020,2020-W33,13,122,249,339,139,37,7,20
Denmark,8/14/2020,2020-W33,14,122,249,339,139,37,7,22
Denmark,8/15/2020,2020-W33,14,122,249,339,139,37,7,22
Denmark,8/16/2020,2020-W33,12,122,249,339,139,37,7,19
Denmark,8/17/2020,2020-W34,16,102,201,203,83,24,8,20
Denmark,8/18/2020,2020-W34,18,102,201,203,83,24,8,21
Denmark,8/19/2020,2020-W34,16,102,201,203,83,24,8,19
Denmark,8/20/2020,2020-W34,20,102,201,203,83,24,8,19
Denmark,8/21/2020,2020-W34,22,102,201,203,83,24,8,21
Denmark,8/22/2020,2020-W34,22,102,201,203,83,24,8,21
Denmark,8/23/2020,2020-W34,19,102,201,203,83,24,8,21
Denmark,8/24/2020,2020-W35,20,54,147,249,95,39,8,23
Denmark,8/25/2020,2020-W35,21,54,147,249,95,39,8,20
Denmark,8/26/2020,2020-W35,19,54,147,249,95,39,8,15
Denmark,8/27/2020,2020-W35,19,54,147,249,95,39,8,17
Denmark,8/28/2020,2020-W35,21,54,147,249,95,39,8,18
Denmark,8/29/2020,2020-W35,21,54,147,249,95,39,8,16
Denmark,8/30/2020,2020-W35,21,54,147,249,95,39,8,27
Denmark,8/31/2020,2020-W36,23,129,255,531,187,76,15,29
Denmark,9/1/2020,2020-W36,20,129,255,531,187,76,15,28
Denmark,9/2/2020,2020-W36,15,129,255,531,187,76,15,30
Denmark,9/3/2020,2020-W36,17,129,255,531,187,76,15,35
Denmark,9/4/2020,2020-W36,18,129,255,531,187,76,15,44
Denmark,9/5/2020,2020-W36,16,129,255,531,187,76,15,43
Denmark,9/6/2020,2020-W36,27,129,255,531,187,76,15,47
Denmark,10/5/2020,2020-W41,120,315,615,974,516,213,70,107
Denmark,10/6/2020,2020-W41,124,315,615,974,516,213,70,103
Denmark,10/7/2020,2020-W41,116,315,615,974,516,213,70,104
Denmark,10/8/2020,2020-W41,115,315,615,974,516,213,70,104
Denmark,10/9/2020,2020-W41,106,315,615,974,516,213,70,110
Denmark,10/10/2020,2020-W41,103,315,615,974,516,213,70,110
Denmark,10/11/2020,2020-W41,102,315,615,974,516,213,70,119
Denmark,10/12/2020,2020-W42,107,349,691,1170,628,292,77,129
Denmark,10/13/2020,2020-W42,103,349,691,1170,628,292,77,128
Denmark,10/14/2020,2020-W42,104,349,691,1170,628,292,77,122
Denmark,10/15/2020,2020-W42,104,349,691,1170,628,292,77,124
Denmark,10/16/2020,2020-W42,110,349,691,1170,628,292,77,125
Denmark,10/17/2020,2020-W42,110,349,691,1170,628,292,77,120
Denmark,10/18/2020,2020-W42,119,349,691,1170,628,292,77,127
Denmark,10/19/2020,2020-W43,129,687,1357,2266,1060,395,92,145
Denmark,10/20/2020,2020-W43,128,687,1357,2266,1060,395,92,137
Denmark,10/21/2020,2020-W43,122,687,1357,2266,1060,395,92,136
Denmark,10/22/2020,2020-W43,124,687,1357,2266,1060,395,92,139
Denmark,10/23/2020,2020-W43,125,687,1357,2266,1060,395,92,144
Denmark,10/24/2020,2020-W43,120,687,1357,2266,1060,395,92,147
Denmark,10/25/2020,2020-W43,127,687,1357,2266,1060,395,92,156
Denmark,10/26/2020,2020-W44,145,1093,1568,2972,1307,489,116,174
Denmark,10/27/2020,2020-W44,137,1093,1568,2972,1307,489,116,169
Denmark,10/28/2020,2020-W44,136,1093,1568,2972,1307,489,116,184
Denmark,10/29/2020,2020-W44,139,1093,1568,2972,1307,489,116,182
Denmark,10/30/2020,2020-W44,144,1093,1568,2972,1307,489,116,191
Denmark,10/31/2020,2020-W44,147,1093,1568,2972,1307,489,116,187
Denmark,11/1/2020,2020-W44,156,1093,1568,2972,1307,489,116,188
Denmark,11/2/2020,2020-W45,174,1223,1387,2785,1406,501,115,196
Denmark,11/3/2020,2020-W45,169,1223,1387,2785,1406,501,115,211
Denmark,11/4/2020,2020-W45,184,1223,1387,2785,1406,501,115,216
Denmark,11/5/2020,2020-W45,182,1223,1387,2785,1406,501,115,239
Denmark,11/6/2020,2020-W45,191,1223,1387,2785,1406,501,115,236
Denmark,11/7/2020,2020-W45,187,1223,1387,2785,1406,501,115,243
Denmark,11/8/2020,2020-W45,188,1223,1387,2785,1406,501,115,259
Denmark,11/9/2020,2020-W46,196,1110,1506,2836,1452,495,141,267
Denmark,11/10/2020,2020-W46,211,1110,1506,2836,1452,495,141,259
Denmark,11/11/2020,2020-W46,216,1110,1506,2836,1452,495,141,248
Denmark,11/12/2020,2020-W46,239,1110,1506,2836,1452,495,141,255
Denmark,11/13/2020,2020-W46,236,1110,1506,2836,1452,495,141,244
Denmark,11/14/2020,2020-W46,243,1110,1506,2836,1452,495,141,237
Denmark,11/15/2020,2020-W46,259,1110,1506,2836,1452,495,141,254
Denmark,11/16/2020,2020-W47,267,1069,1475,2631,1352,481,178,261
Denmark,11/17/2020,2020-W47,259,1069,1475,2631,1352,481,178,255
Denmark,11/18/2020,2020-W47,248,1069,1475,2631,1352,481,178,251
Denmark,11/19/2020,2020-W47,255,1069,1475,2631,1352,481,178,244
Denmark,11/20/2020,2020-W47,244,1069,1475,2631,1352,481,178,254
Denmark,11/21/2020,2020-W47,237,1069,1475,2631,1352,481,178,249
Denmark,11/22/2020,2020-W47,254,1069,1475,2631,1352,481,178,256
Denmark,11/23/2020,2020-W48,261,1251,1883,3233,1603,601,207,259
Denmark,11/24/2020,2020-W48,255,1251,1883,3233,1603,601,207,254
Denmark,11/25/2020,2020-W48,251,1251,1883,3233,1603,601,207,266
Denmark,11/26/2020,2020-W48,244,1251,1883,3233,1603,601,207,267
Denmark,11/27/2020,2020-W48,254,1251,1883,3233,1603,601,207,293
Denmark,11/28/2020,2020-W48,249,1251,1883,3233,1603,601,207,279
Denmark,11/29/2020,2020-W48,256,1251,1883,3233,1603,601,207,302
Denmark,12/28/2020,2020-W53,872,1709,2253,5281,2965,1526,845,964
Denmark,12/29/2020,2020-W53,900,1709,2253,5281,2965,1526,845,942
Denmark,12/30/2020,2020-W53,926,1709,2253,5281,2965,1526,845,886
Denmark,12/31/2020,2020-W53,879,1709,2253,5281,2965,1526,845,861
Denmark,1/1/2021,2020-W53,885,1709,2253,5281,2965,1526,845,864
Denmark,1/2/2021,2020-W53,944,1709,2253,5281,2965,1526,845,833
Denmark,1/3/2021,2020-W53,937,1709,2253,5281,2965,1526,845,875
Denmark,1/4/2021,2021-W01,964,1343,1933,3966,2369,1049,690,920
Denmark,1/5/2021,2021-W01,942,1343,1933,3966,2369,1049,690,917
Denmark,1/6/2021,2021-W01,886,1343,1933,3966,2369,1049,690,859
Denmark,1/7/2021,2021-W01,861,1343,1933,3966,2369,1049,690,839
Denmark,1/8/2021,2021-W01,864,1343,1933,3966,2369,1049,690,792
Denmark,1/9/2021,2021-W01,833,1343,1933,3966,2369,1049,690,779
Denmark,1/10/2021,2021-W01,875,1343,1933,3966,2369,1049,690,799
Denmark,1/11/2021,2021-W02,920,859,941,2588,1564,666,525,817
Denmark,1/12/2021,2021-W02,917,859,941,2588,1564,666,525,792
Denmark,1/13/2021,2021-W02,859,859,941,2588,1564,666,525,771
Denmark,1/14/2021,2021-W02,839,859,941,2588,1564,666,525,745
Denmark,1/15/2021,2021-W02,792,859,941,2588,1564,666,525,745
Denmark,1/16/2021,2021-W02,779,859,941,2588,1564,666,525,703
Denmark,1/17/2021,2021-W02,799,859,941,2588,1564,666,525,725
Denmark,1/18/2021,2021-W03,817,659,706,2003,1182,514,334,738
Denmark,1/19/2021,2021-W03,792,659,706,2003,1182,514,334,684
Denmark,1/20/2021,2021-W03,771,659,706,2003,1182,514,334,666
Denmark,1/21/2021,2021-W03,745,659,706,2003,1182,514,334,611
Denmark,1/22/2021,2021-W03,745,659,706,2003,1182,514,334,583
Denmark,1/23/2021,2021-W03,703,659,706,2003,1182,514,334,541
Denmark,1/24/2021,2021-W03,725,659,706,2003,1182,514,334,529
Denmark,1/25/2021,2021-W04,738,454,452,1196,651,315,179,544
Denmark,1/26/2021,2021-W04,684,454,452,1196,651,315,179,504
Denmark,1/27/2021,2021-W04,666,454,452,1196,651,315,179,482
Denmark,1/28/2021,2021-W04,611,454,452,1196,651,315,179,444
Denmark,1/29/2021,2021-W04,583,454,452,1196,651,315,179,405
Denmark,1/30/2021,2021-W04,541,454,452,1196,651,315,179,382
Denmark,1/31/2021,2021-W04,529,454,452,1196,651,315,179,378
Denmark,2/1/2021,2021-W05,544,424,463,1182,604,309,139,400
Denmark,2/2/2021,2021-W05,504,424,463,1182,604,309,139,371
Denmark,2/3/2021,2021-W05,482,424,463,1182,604,309,139,370
Denmark,2/4/2021,2021-W05,444,424,463,1182,604,309,139,357
Denmark,2/5/2021,2021-W05,405,424,463,1182,604,309,139,337
Denmark,2/6/2021,2021-W05,382,424,463,1182,604,309,139,308
Denmark,2/7/2021,2021-W05,378,424,463,1182,604,309,139,309
Denmark,2/8/2021,2021-W06,400,441,456,1027,552,222,71,315
Denmark,2/9/2021,2021-W06,371,441,456,1027,552,222,71,298
Denmark,2/10/2021,2021-W06,370,441,456,1027,552,222,71,280
Denmark,2/11/2021,2021-W06,357,441,456,1027,552,222,71,269
Denmark,2/12/2021,2021-W06,337,441,456,1027,552,222,71,264
Denmark,2/13/2021,2021-W06,308,441,456,1027,552,222,71,248
Denmark,2/14/2021,2021-W06,309,441,456,1027,552,222,71,248
Denmark,2/15/2021,2021-W07,315,658,604,1359,659,242,59,254
Denmark,2/16/2021,2021-W07,298,658,604,1359,659,242,59,247
Denmark,2/17/2021,2021-W07,280,658,604,1359,659,242,59,238
Denmark,2/18/2021,2021-W07,269,658,604,1359,659,242,59,235
Denmark,2/19/2021,2021-W07,264,658,604,1359,659,242,59,231
Denmark,2/20/2021,2021-W07,248,658,604,1359,659,242,59,217
Denmark,2/21/2021,2021-W07,248,658,604,1359,659,242,59,231
Denmark,2/22/2021,2021-W08,254,706,666,1580,643,257,87,243
Denmark,2/23/2021,2021-W08,247,706,666,1580,643,257,87,232
Denmark,2/24/2021,2021-W08,238,706,666,1580,643,257,87,225
Denmark,2/25/2021,2021-W08,235,706,666,1580,643,257,87,217
Denmark,2/26/2021,2021-W08,231,706,666,1580,643,257,87,215
Denmark,2/27/2021,2021-W08,217,706,666,1580,643,257,87,211
Denmark,2/28/2021,2021-W08,231,706,666,1580,643,257,87,224
Denmark,3/29/2021,2021-W13,216,756,876,1717,737,258,53,220
Denmark,3/30/2021,2021-W13,226,756,876,1717,737,258,53,219
Denmark,3/31/2021,2021-W13,218,756,876,1717,737,258,53,237
Denmark,4/1/2021,2021-W13,211,756,876,1717,737,258,53,237
Denmark,4/2/2021,2021-W13,211,756,876,1717,737,258,53,221
Denmark,4/3/2021,2021-W13,215,756,876,1717,737,258,53,208
Denmark,4/4/2021,2021-W13,211,756,876,1717,737,258,53,211
Estonia,2/12/2020,2020-W07,1,0,0,0,0,0,0,1
Estonia,2/26/2020,2020-W09,1,0,0,0,0,0,0,1
Estonia,2/27/2020,2020-W09,1,0,0,0,0,0,0,1
Estonia,2/28/2020,2020-W09,1,0,0,0,0,0,0,1
Estonia,2/29/2020,2020-W09,1,0,0,0,0,0,0,1
Estonia,3/1/2020,2020-W09,1,0,0,0,0,0,0,1
Estonia,3/2/2020,2020-W10,1,0,0,1,0,0,0,1
Estonia,3/3/2020,2020-W10,1,0,0,1,0,0,0,2
Estonia,3/4/2020,2020-W10,1,0,0,1,0,0,0,2
